1,W,6,"2014-11-20 15:48:30.161117"
1,T,276,"2014-11-20 15:48:33.909867"
1,W,-9,"2014-11-20 15:48:35.161117"
1,T,279,"2014-11-20 15:48:38.909867"
1,W,-7,"2014-11-20 15:48:40.161117"
1,V,1073,"2014-11-20 15:48:40.408367"
1,V,995,"2014-11-20 15:48:40.408783"
1,V,836,"2014-11-20 15:48:40.409200"
1,V,602,"2014-11-20 15:48:40.409617"
1,V,362,"2014-11-20 15:48:40.410033"
1,V,153,"2014-11-20 15:48:40.410450"
1,V,-56,"2014-11-20 15:48:40.410867"
1,V,-255,"2014-11-20 15:48:40.411283"
1,V,-491,"2014-11-20 15:48:40.411700"
1,V,-721,"2014-11-20 15:48:40.412117"
1,V,-881,"2014-11-20 15:48:40.412533"
1,V,-1005,"2014-11-20 15:48:40.412950"
1,V,-1063,"2014-11-20 15:48:40.413367"
1,V,-1113,"2014-11-20 15:48:40.413783"
1,V,-1133,"2014-11-20 15:48:40.414200"
1,V,-1091,"2014-11-20 15:48:40.414617"
1,V,-1017,"2014-11-20 15:48:40.415033"
1,V,-889,"2014-11-20 15:48:40.415450"
1,V,-669,"2014-11-20 15:48:40.415867"
1,V,-433,"2014-11-20 15:48:40.416283"
1,V,-217,"2014-11-20 15:48:40.416700"
1,V,-3,"2014-11-20 15:48:40.417117"
1,V,193,"2014-11-20 15:48:40.417533"
1,V,435,"2014-11-20 15:48:40.417950"
1,V,659,"2014-11-20 15:48:40.418367"
1,V,847,"2014-11-20 15:48:40.418783"
1,V,993,"2014-11-20 15:48:40.419200"
1,V,1060,"2014-11-20 15:48:40.419617"
1,V,1118,"2014-11-20 15:48:40.420033"
1,V,1137,"2014-11-20 15:48:40.420450"
1,V,1155,"2014-11-20 15:48:40.420867"
1,V,1067,"2014-11-20 15:48:40.421283"
1,V,959,"2014-11-20 15:48:40.421700"
1,V,765,"2014-11-20 15:48:40.422117"
1,V,529,"2014-11-20 15:48:40.422533"
1,V,299,"2014-11-20 15:48:40.422950"
1,V,89,"2014-11-20 15:48:40.423367"
1,V,-115,"2014-11-20 15:48:40.423783"
1,V,-339,"2014-11-20 15:48:40.424200"
1,V,-566,"2014-11-20 15:48:40.424617"
1,V,-777,"2014-11-20 15:48:40.425033"
1,V,-927,"2014-11-20 15:48:40.425450"
1,V,-1023,"2014-11-20 15:48:40.425867"
1,V,-1083,"2014-11-20 15:48:40.426283"
1,V,-1126,"2014-11-20 15:48:40.426700"
1,V,-1132,"2014-11-20 15:48:40.427117"
1,V,-1060,"2014-11-20 15:48:40.427533"
1,V,-983,"2014-11-20 15:48:40.427950"
1,V,-825,"2014-11-20 15:48:40.428367"
1,V,-600,"2014-11-20 15:48:40.428783"
1,V,-363,"2014-11-20 15:48:40.429200"
1,V,-153,"2014-11-20 15:48:40.429617"
1,V,60,"2014-11-20 15:48:40.430033"
1,V,257,"2014-11-20 15:48:40.430450"
1,V,497,"2014-11-20 15:48:40.430867"
1,V,727,"2014-11-20 15:48:40.431283"
1,V,894,"2014-11-20 15:48:40.431700"
1,V,1023,"2014-11-20 15:48:40.432117"
1,V,1076,"2014-11-20 15:48:40.432533"
1,V,1133,"2014-11-20 15:48:40.432950"
1,V,1143,"2014-11-20 15:48:40.433367"
1,V,1119,"2014-11-20 15:48:40.433783"
1,V,1043,"2014-11-20 15:48:40.434200"
1,V,919,"2014-11-20 15:48:40.434617"
1,V,701,"2014-11-20 15:48:40.435033"
1,V,461,"2014-11-20 15:48:40.435450"
1,V,239,"2014-11-20 15:48:40.435867"
1,V,25,"2014-11-20 15:48:40.436283"
1,V,-172,"2014-11-20 15:48:40.436700"
1,V,-407,"2014-11-20 15:48:40.437117"
1,V,-633,"2014-11-20 15:48:40.437533"
1,V,-821,"2014-11-20 15:48:40.437950"
1,V,-961,"2014-11-20 15:48:40.438367"
1,V,-1035,"2014-11-20 15:48:40.438783"
1,V,-1097,"2014-11-20 15:48:40.439200"
1,V,-1130,"2014-11-20 15:48:40.439617"
1,V,-1125,"2014-11-20 15:48:40.440033"
1,V,-1053,"2014-11-20 15:48:40.440450"
1,V,-955,"2014-11-20 15:48:40.440867"
1,V,-763,"2014-11-20 15:48:40.441283"
1,V,-535,"2014-11-20 15:48:40.441700"
1,V,-306,"2014-11-20 15:48:40.442117"
1,V,-99,"2014-11-20 15:48:40.442533"
1,V,103,"2014-11-20 15:48:40.442950"
1,V,323,"2014-11-20 15:48:40.443367"
1,V,557,"2014-11-20 15:48:40.443783"
1,V,775,"2014-11-20 15:48:40.444200"
1,V,927,"2014-11-20 15:48:40.444617"
1,V,1031,"2014-11-20 15:48:40.445033"
1,V,1093,"2014-11-20 15:48:40.445450"
1,V,1132,"2014-11-20 15:48:40.445866"
1,V,1149,"2014-11-20 15:48:40.446283"
1,V,1079,"2014-11-20 15:48:40.446700"
1,V,1020,"2014-11-20 15:48:40.447116"
1,V,877,"2014-11-20 15:48:40.447533"
1,V,647,"2014-11-20 15:48:40.447950"
1,V,405,"2014-11-20 15:48:40.448366"
1,V,193,"2014-11-20 15:48:40.448783"
1,V,-30,"2014-11-20 15:48:40.449200"
1,V,-217,"2014-11-20 15:48:40.449616"
1,V,-454,"2014-11-20 15:48:40.450033"
1,V,-681,"2014-11-20 15:48:40.450450"
1,V,-851,"2014-11-20 15:48:40.450866"
1,V,-993,"2014-11-20 15:48:40.451283"
1,V,-1045,"2014-11-20 15:48:40.451700"
1,V,-1108,"2014-11-20 15:48:40.452116"
1,V,-1131,"2014-11-20 15:48:40.452533"
1,V,-1117,"2014-11-20 15:48:40.452950"
1,V,-1035,"2014-11-20 15:48:40.453366"
1,V,-921,"2014-11-20 15:48:40.453783"
1,V,-714,"2014-11-20 15:48:40.454200"
1,V,-483,"2014-11-20 15:48:40.454616"
1,V,-260,"2014-11-20 15:48:40.455033"
1,V,-56,"2014-11-20 15:48:40.455450"
